number,linux_name,linux_abi,linux_entry,leonos_status,leonos_dispatch_macro,leonos_dispatch_file,leonos_dispatch_line,verification_scope,verification_evidence
429,move_mount,common,sys_move_mount,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
430,fsopen,common,sys_fsopen,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
431,fsconfig,common,sys_fsconfig,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
432,fsmount,common,sys_fsmount,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
433,fspick,common,sys_fspick,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
434,pidfd_open,common,sys_pidfd_open,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
435,clone3,common,sys_clone3,implemented_pending_runtime,LINUX_SYS_CLONE3,kernel/ntclks/syscall_clone.c,16,partial_guest,"64/80/88-byte and zero-extension parsing; real process creation with stack/TLS/TID fields and CLEAR_SIGHAND PASS in build/musl/clone3-probes-serial.log static/dynamic and clone3-linux-reference-serial.log; pidfd/set_tid/cgroups/namespaces/vfork and inherited clone limitations remain"
436,close_range,common,sys_close_range,implemented_pending_runtime,LINUX_SYS_CLOSE_RANGE,kernel/ntclks/syscall.c,4169,partial_guest,"Raw close, CLOSE_RANGE_CLOEXEC, UINT_MAX upper bound and invalid-range behavior pass in build/musl/abi-probes-qemu-20260909-3.log for static and dynamic musl; shared-table UNSHARE and exec inheritance remain targeted only"
437,openat2,common,sys_openat2,implemented_pending_runtime,LINUX_SYS_OPENAT2,kernel/ntclks/syscall.c,3180,partial_guest,"Native 24-byte open_how version, zero extension tail, Linux flags/mode validation and raw openat object allocation pass on Linux 6.12 reference and static/dynamic LeonOS musl probes in build/musl/openat2-linux-reference-serial.log and build/musl/openat2-serial.log; RESOLVE_* path constraints and O_PATH/O_TMPFILE remain unsupported"
438,pidfd_getfd,common,sys_pidfd_getfd,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
439,faccessat2,common,sys_faccessat2,implemented_pending_runtime,LINUX_SYS_FACCESSAT2,kernel/ntclks/syscall.c,2898,partial_guest,Static/dynamic musl permission probes PASS in build/musl/permissions-final-probe-serial.log; B06/B10/B16/B17 remaining contracts in ledger
440,process_madvise,common,sys_process_madvise,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
441,epoll_pwait2,common,sys_epoll_pwait2,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
442,mount_setattr,common,sys_mount_setattr,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
443,quotactl_fd,common,sys_quotactl_fd,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
444,landlock_create_ruleset,common,sys_landlock_create_ruleset,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
445,landlock_add_rule,common,sys_landlock_add_rule,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
446,landlock_restrict_self,common,sys_landlock_restrict_self,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
447,memfd_secret,common,sys_memfd_secret,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
448,process_mrelease,common,sys_process_mrelease,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
449,futex_waitv,common,sys_futex_waitv,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
450,set_mempolicy_home_node,common,sys_set_mempolicy_home_node,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
451,cachestat,common,sys_cachestat,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
452,fchmodat2,common,sys_fchmodat2,implemented_pending_runtime,LINUX_SYS_FCHMODAT2,kernel/ntclks/syscall.c,2896,partial_guest,Static/dynamic musl permission probes PASS in build/musl/permissions-final-probe-serial.log; B06/B10/B16/B17 remaining contracts in ledger
453,map_shadow_stack,common,sys_map_shadow_stack,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
454,futex_wake,common,sys_futex_wake,implemented_pending_runtime,LINUX_SYS_FUTEX_WAKE,kernel/ntclks/futex.c,264,partial_guest,"Linux 6.12 futex2 U32 flags and four-argument mask/count ABI; zero/negative counts and private/shared masked wakes PASS in futex2-probes-serial.log static/dynamic and futex2-linux-reference-serial.log; SMP and shared mapping lifetime remain"
455,futex_wait,common,sys_futex_wait,implemented_pending_runtime,LINUX_SYS_FUTEX_WAIT,kernel/ntclks/futex.c,294,partial_guest,"Six-argument futex2 ABI; mismatch EAGAIN reaches userspace; absolute monotonic/realtime deadlines and SA_RESTART signal cleanup PASS in futex2-probes-serial.log static/dynamic and futex2-linux-reference-serial.log; realtime clock changes and shared mapping/SMP stress remain"
456,futex_requeue,common,sys_futex_requeue,implemented_pending_runtime,LINUX_SYS_FUTEX_REQUEUE,kernel/ntclks/futex.c,342,partial_guest,"Two 24-byte futex_waitv descriptors; atomic comparison and private-to-shared requeue preserve masks; EFAULT and 32-bit parameter truncation PASS in futex2-probes-serial.log static/dynamic and futex2-linux-reference-serial.log; shared mapping lifetime and SMP remain"
457,statmount,common,sys_statmount,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
458,listmount,common,sys_listmount,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
459,lsm_get_self_attr,common,sys_lsm_get_self_attr,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
460,lsm_set_self_attr,common,sys_lsm_set_self_attr,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
461,lsm_list_modules,common,sys_lsm_list_modules,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
462,mseal,common,sys_mseal,missing_dispatch,,,,not_verified,See LINUX_ABI_PROGRESS_2026-09-08.md; no full ABI certification
